airport_icao;visibility;wind_speed;wind_gust;wind_direction;rvr;rvr_tendency;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KIAD;10.0;4;0;10;6000.0;Excellent;1;L;CAT III;4.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;6;0;310;6000.0;Excellent;26;R;CAT II;3.9;4.6;-1.0;None;0;0;0;1
KLAX;1.0;5;0;80;1600.0;Stable;25;L;CAT III;-4.9;0.9;100.0;FG;1;1;1;0
KORD;10.0;4;0;180;6000.0;Excellent;9;C;CAT III;0.0;4.0;9000.0;None;1;0;0;0
KJFK;10.0;8;0;280;6000.0;Excellent;31;R;CAT I;6.9;4.0;-1.0;None;1;0;0;1
KJFK;10.0;8;0;280;6000.0;Excellent;31;L;CAT I;6.9;4.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;C;CAT II;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;1;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;6;0;300;6000.0;Excellent;26;R;CAT II;4.6;3.9;-1.0;None;0;0;0;1
KLAX;1.0;3;0;60;1000.0;Stable;25;L;CAT III;-3.0;0.5;100.0;FG;1;1;1;0
KJFK;10.0;10;17;320;6000.0;Excellent;31;R;CAT I;9.8;1.7;-1.0;None;1;0;0;1
KJFK;10.0;10;17;320;6000.0;Excellent;31;L;CAT I;9.8;1.7;-1.0;None;1;0;0;1
KORD;10.0;6;0;150;6000.0;Excellent;9;C;CAT III;3.0;5.2;8500.0;None;1;0;0;0
KORD;10.0;9;0;140;6000.0;Excellent;9;C;CAT III;5.8;6.9;6500.0;None;1;0;0;0
KATL;10.0;8;0;310;6000.0;Excellent;26;R;CAT II;5.1;6.1;-1.0;None;0;0;0;1
KATL;10.0;8;0;310;6000.0;Excellent;27;L;CAT II;6.1;5.1;-1.0;None;0;0;0;1
KLAX;1.0;6;0;80;1400.0;Deteriorating;25;L;CAT III;-5.9;1.0;100.0;FG;1;1;1;0
KJFK;10.0;10;0;320;6000.0;Excellent;31;R;CAT I;9.8;1.7;-1.0;None;1;0;0;1
KJFK;10.0;10;0;320;6000.0;Excellent;31;L;CAT I;9.8;1.7;-1.0;None;1;0;0;1
KIAD;10.0;8;0;30;6000.0;Excellent;1;R;CAT III;7.5;2.7;-1.0;None;1;0;0;1
KIAD;10.0;8;0;30;6000.0;Excellent;1;C;CAT II;7.5;2.7;-1.0;None;1;0;0;1
KIAD;10.0;8;0;30;6000.0;Excellent;1;L;CAT III;7.5;2.7;-1.0;None;1;0;0;1
KJFK;10.0;9;0;300;6000.0;Excellent;31;R;CAT I;8.9;1.6;-1.0;None;1;0;0;1
KJFK;10.0;9;0;300;6000.0;Excellent;31;L;CAT I;8.9;1.6;-1.0;None;1;0;0;1
KLAX;1.0;5;0;100;1200.0;Stable;25;L;CAT III;-4.3;2.5;100.0;FG;1;1;1;0
KIAD;10.0;3;0;230;6000.0;Excellent;1;R;CAT III;-2.3;1.9;-1.0;None;1;0;0;1
KIAD;10.0;3;0;230;6000.0;Excellent;1;L;CAT III;-2.3;1.9;-1.0;None;1;0;0;1
KORD;10.0;6;0;120;6000.0;Excellent;9;L;CAT III;5.2;3.0;5000.0;- RA;1;0;0;0
KORD;10.0;6;0;120;6000.0;Excellent;10;C;CAT III;5.6;2.1;5000.0;- RA;1;0;0;0
KATL;10.0;7;0;310;6000.0;Excellent;26;R;CAT II;4.5;5.4;-1.0;None;0;0;0;1
KATL;10.0;7;0;310;6000.0;Excellent;27;L;CAT II;5.4;4.5;-1.0;None;0;0;0;1
KATL;10.0;7;0;310;6000.0;Excellent;28;X;CAT II;6.1;3.5;-1.0;None;0;0;0;1
KSFO;10.0;3;0;200;6000.0;Excellent;28;L;CAT II;0.5;3.0;-1.0;None;1;0;0;0
KORD;9.0;10;0;20;6000.0;Excellent;9;L;CAT III;3.4;9.4;4800.0;- RA;1;0;0;0
KORD;9.0;10;0;20;6000.0;Excellent;10;C;CAT III;1.7;9.8;4800.0;- RA;1;0;0;0
KORD;9.0;10;0;20;6000.0;Excellent;10;R;CAT III;1.7;9.8;4800.0;- RA;1;0;0;0
KJFK;10.0;13;0;320;6000.0;Excellent;22;L;CAT III;-2.3;12.8;-1.0;None;1;0;0;0
KJFK;10.0;13;0;320;6000.0;Excellent;22;R;CAT I;-2.3;12.8;-1.0;None;1;0;0;0
KLAX;1.0;0;0;0;5000.0;Improving;25;L;CAT III;0.0;0.0;100.0;FG;1;1;1;0
KIAD;10.0;4;0;190;6000.0;Excellent;1;R;CAT III;-4.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;7;0;310;6000.0;Excellent;26;R;CAT II;4.5;5.4;-1.0;None;0;0;0;1
KATL;10.0;7;0;310;6000.0;Excellent;27;L;CAT II;5.4;4.5;-1.0;None;0;0;0;1
KATL;10.0;7;0;310;6000.0;Excellent;28;X;CAT II;6.1;3.5;-1.0;None;0;0;0;1
KJFK;10.0;16;22;330;6000.0;Excellent;31;R;CAT I;15.0;5.5;-1.0;None;1;0;0;1
KJFK;10.0;16;22;330;6000.0;Excellent;31;L;CAT I;15.0;5.5;-1.0;None;1;0;0;1
KATL;10.0;6;0;300;6000.0;Excellent;26;R;CAT II;4.6;3.9;-1.0;None;0;0;0;1
KATL;10.0;6;0;300;6000.0;Excellent;27;L;CAT II;5.2;3.0;-1.0;None;0;0;0;1
KATL;10.0;6;0;300;6000.0;Excellent;28;X;CAT II;5.6;2.1;-1.0;None;0;0;0;1
KORD;7.0;9;0;100;6000.0;Excellent;10;C;CAT III;9.0;0.0;5500.0;None;1;0;0;1
KORD;7.0;9;0;100;6000.0;Excellent;9;L;CAT III;8.9;1.6;5500.0;None;1;0;0;1
KORD;7.0;9;0;100;6000.0;Excellent;10;R;CAT III;9.0;0.0;5500.0;None;1;0;0;1
KIAD;10.0;5;0;-1;6000.0;Excellent;19;L;CAT II;0.0;0.0;-1.0;None;1;0;0;1
KSFO;10.0;3;0;300;6000.0;Excellent;28;L;CAT II;2.8;1.0;-1.0;None;1;0;0;0
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT II;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KSFO;10.0;3;0;190;6000.0;Excellent;28;L;CAT II;0.0;3.0;-1.0;None;1;0;0;0
KJFK;10.0;16;22;320;6000.0;Excellent;31;R;CAT I;15.8;2.8;-1.0;None;1;0;0;1
KJFK;10.0;16;22;320;6000.0;Excellent;31;L;CAT I;15.8;2.8;-1.0;None;1;0;0;1
KATL;10.0;3;0;290;6000.0;Excellent;26;R;CAT II;2.6;1.5;-1.0;None;0;0;0;1
KATL;10.0;3;0;290;6000.0;Excellent;27;L;CAT II;2.8;1.0;-1.0;None;0;0;0;1
KATL;10.0;3;0;290;6000.0;Excellent;28;X;CAT II;3.0;0.5;-1.0;None;0;0;0;1
KORD;10.0;8;0;90;6000.0;Excellent;9;L;CAT III;8.0;0.0;6000.0;None;1;0;0;0
KORD;10.0;8;0;90;6000.0;Excellent;10;C;CAT III;7.9;1.4;6000.0;None;1;0;0;0
KJFK;10.0;14;23;310;6000.0;Excellent;31;R;CAT I;14.0;0.0;-1.0;None;1;0;0;1
KJFK;10.0;14;23;310;6000.0;Excellent;31;L;CAT I;14.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;4;0;340;6000.0;Excellent;26;R;CAT II;0.7;3.9;-1.0;None;0;0;0;1
KATL;10.0;4;0;340;6000.0;Excellent;28;X;CAT II;2.0;3.5;-1.0;None;0;0;0;1
KIAD;10.0;9;0;290;6000.0;Excellent;1;R;CAT III;1.6;8.9;-1.0;None;1;0;0;1
KIAD;10.0;9;0;290;6000.0;Excellent;1;C;CAT II;1.6;8.9;-1.0;None;1;0;0;1
KIAD;10.0;9;0;290;6000.0;Excellent;1;L;CAT III;1.6;8.9;-1.0;None;1;0;0;1
KORD;10.0;11;0;110;6000.0;Excellent;9;L;CAT III;10.3;3.8;6500.0;None;1;0;0;1
KJFK;10.0;14;0;290;6000.0;Excellent;31;R;CAT I;13.2;4.8;-1.0;None;1;0;0;1
KJFK;10.0;14;0;290;6000.0;Excellent;31;L;CAT I;13.2;4.8;-1.0;None;1;0;0;1
KIAD;10.0;7;0;250;6000.0;Excellent;1;C;CAT II;-3.5;6.1;25000.0;None;1;0;0;1
KATL;10.0;5;0;310;6000.0;Excellent;26;R;CAT II;3.2;3.8;-1.0;None;0;0;0;1
KATL;10.0;5;0;310;6000.0;Excellent;28;X;CAT II;4.3;2.5;-1.0;None;0;0;0;1
KORD;10.0;9;0;90;6000.0;Excellent;10;C;CAT III;8.9;1.6;6000.0;None;1;0;0;0
KORD;10.0;9;0;90;6000.0;Excellent;10;R;CAT III;8.9;1.6;6000.0;None;1;0;0;0
KORD;10.0;11;0;120;6000.0;Excellent;9;L;CAT III;9.5;5.5;25000.0;None;1;0;0;0
KORD;10.0;11;0;120;6000.0;Excellent;10;C;CAT III;10.3;3.8;25000.0;None;1;0;0;0
KORD;10.0;11;0;120;6000.0;Excellent;10;R;CAT III;10.3;3.8;25000.0;None;1;0;0;0
KJFK;10.0;14;22;270;6000.0;Excellent;31;R;CAT I;10.7;9.0;-1.0;None;1;0;0;1
KJFK;10.0;14;22;270;6000.0;Excellent;31;L;CAT I;10.7;9.0;-1.0;None;1;0;0;1
KIAD;10.0;5;0;250;6000.0;Excellent;19;C;CAT III;2.5;4.3;-1.0;None;1;0;0;1
KATL;10.0;7;0;290;6000.0;Excellent;26;R;CAT II;6.1;3.5;-1.0;None;0;0;0;1
KATL;10.0;7;0;290;6000.0;Excellent;27;L;CAT II;6.6;2.4;-1.0;None;0;0;0;1
KATL;10.0;7;0;290;6000.0;Excellent;28;X;CAT II;6.9;1.2;-1.0;None;0;0;0;1
KJFK;10.0;16;0;270;6000.0;Excellent;31;R;CAT I;12.3;10.3;25000.0;None;1;0;0;1
KJFK;10.0;16;0;270;6000.0;Excellent;31;L;CAT I;12.3;10.3;25000.0;None;1;0;0;1
KATL;10.0;4;0;-1;6000.0;Excellent;26;R;CAT II;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;4;0;-1;6000.0;Excellent;27;L;CAT II;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;4;0;-1;6000.0;Excellent;28;X;CAT II;0.0;0.0;-1.0;None;0;0;0;1
KIAD;10.0;5;0;-1;6000.0;Excellent;19;L;CAT II;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;5;0;-1;6000.0;Excellent;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;5;0;-1;6000.0;Excellent;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;7;0;100;6000.0;Excellent;9;L;CAT III;6.9;1.2;3100.0;None;1;0;0;0
KORD;10.0;7;0;100;6000.0;Excellent;10;C;CAT III;7.0;0.0;3100.0;None;1;0;0;0
KJFK;10.0;13;0;270;6000.0;Excellent;31;R;CAT I;10.0;8.4;-1.0;None;1;0;0;1
KJFK;10.0;13;0;270;6000.0;Excellent;31;L;CAT I;10.0;8.4;-1.0;None;1;0;0;1
KIAD;10.0;6;0;210;6000.0;Excellent;19;L;CAT II;5.6;2.1;25000.0;None;1;0;0;1
KIAD;10.0;6;0;210;6000.0;Excellent;19;C;CAT III;5.6;2.1;25000.0;None;1;0;0;1
KIAD;10.0;6;0;210;6000.0;Excellent;19;R;CAT III;5.6;2.1;25000.0;None;1;0;0;1
KATL;10.0;4;0;-1;6000.0;Excellent;26;R;CAT II;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;4;0;-1;6000.0;Excellent;27;L;CAT II;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;4;0;-1;6000.0;Excellent;28;X;CAT II;0.0;0.0;-1.0;None;0;0;0;1
KORD;10.0;6;0;70;6000.0;Excellent;9;L;CAT III;5.6;2.1;25000.0;None;1;0;0;0
KORD;10.0;6;0;70;6000.0;Excellent;10;C;CAT III;5.2;3.0;25000.0;None;1;0;0;0
KLAX;6.0;8;0;250;6000.0;Excellent;24;R;CAT III;7.9;1.4;-1.0;HZ;0;1;1;1
KJFK;10.0;9;0;290;6000.0;Excellent;31;R;CAT I;8.5;3.1;25000.0;None;1;0;0;1
KJFK;10.0;9;0;290;6000.0;Excellent;31;L;CAT I;8.5;3.1;25000.0;None;1;0;0;1
KATL;10.0;7;0;180;6000.0;Excellent;26;R;CAT II;1.2;6.9;-1.0;None;0;0;0;1
KATL;10.0;7;0;180;6000.0;Excellent;27;L;CAT II;0.0;7.0;-1.0;None;0;0;0;1
KATL;10.0;7;0;180;6000.0;Excellent;28;X;CAT II;-1.2;6.9;-1.0;None;0;0;0;1
KIAD;10.0;8;0;220;6000.0;Excellent;19;L;CAT II;6.9;4.0;25000.0;None;1;0;0;1
KIAD;10.0;8;0;220;6000.0;Excellent;19;C;CAT III;6.9;4.0;25000.0;None;1;0;0;1
KIAD;10.0;8;0;220;6000.0;Excellent;19;R;CAT III;6.9;4.0;25000.0;None;1;0;0;1
KORD;10.0;10;0;30;6000.0;Excellent;9;L;CAT III;5.0;8.7;16000.0;None;1;0;0;0
KORD;10.0;10;0;30;6000.0;Excellent;10;C;CAT III;3.4;9.4;16000.0;None;1;0;0;0
KJFK;10.0;11;0;280;6000.0;Excellent;22;L;CAT III;5.5;9.5;25000.0;None;1;0;0;0
KJFK;10.0;11;0;280;6000.0;Excellent;22;R;CAT I;5.5;9.5;25000.0;None;1;0;0;0
KATL;10.0;6;0;190;6000.0;Excellent;26;R;CAT II;2.1;5.6;-1.0;None;0;0;0;1
KATL;10.0;6;0;190;6000.0;Excellent;27;L;CAT II;1.0;5.9;-1.0;None;0;0;0;1
KATL;10.0;6;0;190;6000.0;Excellent;28;X;CAT II;0.0;6.0;-1.0;None;0;0;0;1
KLAX;6.0;9;0;250;6000.0;Excellent;24;R;CAT III;8.9;1.6;-1.0;HZ;0;1;1;1
KIAD;10.0;10;0;210;6000.0;Excellent;19;C;CAT III;9.4;3.4;20000.0;None;1;0;0;1
KORD;10.0;7;0;40;6000.0;Excellent;9;L;CAT III;4.5;5.4;25000.0;None;1;0;0;0
KORD;10.0;7;0;40;6000.0;Excellent;10;C;CAT III;3.5;6.1;25000.0;None;1;0;0;0
KORD;10.0;7;0;40;6000.0;Excellent;10;R;CAT III;3.5;6.1;25000.0;None;1;0;0;0
KIAD;10.0;6;0;170;6000.0;Excellent;19;L;CAT II;5.6;2.1;-1.0;None;1;0;0;1
KIAD;10.0;6;0;170;6000.0;Excellent;19;C;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KIAD;10.0;6;0;170;6000.0;Excellent;19;R;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KATL;10.0;4;0;210;6000.0;Excellent;26;R;CAT II;2.6;3.1;-1.0;None;0;0;0;1
KATL;10.0;4;0;210;6000.0;Excellent;27;L;CAT II;2.0;3.5;-1.0;None;0;0;0;1
KATL;10.0;4;0;210;6000.0;Excellent;28;X;CAT II;1.4;3.8;-1.0;None;0;0;0;1
KJFK;10.0;10;0;280;6000.0;Excellent;22;L;CAT III;5.0;8.7;25000.0;None;1;0;0;0
KJFK;10.0;10;0;280;6000.0;Excellent;22;R;CAT I;5.0;8.7;25000.0;None;1;0;0;0
KLAX;6.0;8;0;240;6000.0;Excellent;24;R;CAT III;8.0;0.0;-1.0;HZ;0;1;1;1
KORD;10.0;5;0;340;6000.0;Excellent;9;L;CAT III;-1.7;4.7;25000.0;None;1;0;0;0
KORD;10.0;5;0;340;6000.0;Excellent;10;C;CAT III;-2.5;4.3;25000.0;None;1;0;0;0
KORD;10.0;5;0;340;6000.0;Excellent;10;R;CAT III;-2.5;4.3;25000.0;None;1;0;0;0
KIAD;10.0;6;0;150;6000.0;Excellent;19;L;CAT II;4.6;3.9;-1.0;None;1;0;0;1
KIAD;10.0;6;0;150;6000.0;Excellent;19;C;CAT III;4.6;3.9;-1.0;None;1;0;0;1
KIAD;10.0;6;0;150;6000.0;Excellent;19;R;CAT III;4.6;3.9;-1.0;None;1;0;0;1
KLAX;7.0;7;0;240;6000.0;Excellent;24;R;CAT III;7.0;0.0;-1.0;None;0;1;1;1
KATL;10.0;3;0;220;6000.0;Excellent;26;R;CAT II;2.3;1.9;-1.0;None;0;0;0;1
KATL;10.0;3;0;220;6000.0;Excellent;27;L;CAT II;1.9;2.3;-1.0;None;0;0;0;1
KATL;10.0;3;0;220;6000.0;Excellent;28;X;CAT II;1.5;2.6;-1.0;None;0;0;0;1
KORD;10.0;5;0;320;6000.0;Excellent;9;L;CAT III;-3.2;3.8;4600.0;None;1;0;0;0
KORD;10.0;5;0;320;6000.0;Excellent;10;C;CAT III;-3.8;3.2;4600.0;None;1;0;0;0
KORD;10.0;5;0;320;6000.0;Excellent;10;R;CAT III;-3.8;3.2;4600.0;None;1;0;0;0
KJFK;10.0;7;0;280;6000.0;Excellent;22;L;CAT III;3.5;6.1;-1.0;None;1;0;0;0
KJFK;10.0;7;0;280;6000.0;Excellent;22;R;CAT I;3.5;6.1;-1.0;None;1;0;0;0
KIAD;10.0;9;0;160;6000.0;Excellent;19;L;CAT II;7.8;4.5;-1.0;None;1;0;0;1
KIAD;10.0;9;0;160;6000.0;Excellent;19;C;CAT III;7.8;4.5;-1.0;None;1;0;0;1
KIAD;10.0;9;0;160;6000.0;Excellent;19;R;CAT III;7.8;4.5;-1.0;None;1;0;0;1
KLAX;10.0;5;0;250;6000.0;Excellent;24;R;CAT III;4.9;0.9;-1.0;None;0;1;1;1
KATL;10.0;4;0;220;6000.0;Excellent;26;R;CAT II;3.1;2.6;-1.0;None;0;0;0;1
KATL;10.0;4;0;220;6000.0;Excellent;27;L;CAT II;2.6;3.1;-1.0;None;0;0;0;1
KATL;10.0;4;0;220;6000.0;Excellent;28;X;CAT II;2.0;3.5;-1.0;None;0;0;0;1
KJFK;10.0;6;0;-1;6000.0;Excellent;22;L;CAT III;0.0;0.0;25000.0;None;1;0;0;0
KJFK;10.0;6;0;-1;6000.0;Excellent;22;R;CAT I;0.0;0.0;25000.0;None;1;0;0;0
KORD;10.0;8;0;350;6000.0;Excellent;9;L;CAT III;-1.4;7.9;3600.0;None;1;0;0;0
KORD;10.0;8;0;350;6000.0;Excellent;10;C;CAT III;-2.7;7.5;3600.0;None;1;0;0;0
KJFK;10.0;5;0;150;6000.0;Excellent;22;L;CAT III;1.7;4.7;9000.0;None;1;0;0;0
KJFK;10.0;5;0;150;6000.0;Excellent;22;R;CAT I;1.7;4.7;9000.0;None;1;0;0;0
KATL;10.0;4;0;200;6000.0;Excellent;26;R;CAT II;2.0;3.5;-1.0;None;0;0;0;1
KATL;10.0;4;0;200;6000.0;Excellent;27;L;CAT II;1.4;3.8;-1.0;None;0;0;0;1
KATL;10.0;4;0;200;6000.0;Excellent;28;X;CAT II;0.7;3.9;-1.0;None;0;0;0;1
KORD;10.0;6;0;350;6000.0;Excellent;27;R;CAT III;1.0;5.9;3600.0;None;1;0;0;0
KORD;10.0;6;0;350;6000.0;Excellent;28;C;CAT III;2.1;5.6;3600.0;None;1;0;0;0
KIAD;10.0;7;0;160;6000.0;Excellent;19;L;CAT II;6.1;3.5;-1.0;None;1;0;0;1
KIAD;10.0;7;0;160;6000.0;Excellent;19;C;CAT III;6.1;3.5;-1.0;None;1;0;0;1
KIAD;10.0;7;0;160;6000.0;Excellent;19;R;CAT III;6.1;3.5;-1.0;None;1;0;0;1
KATL;10.0;6;0;220;6000.0;Excellent;26;R;CAT II;4.6;3.9;-1.0;None;0;0;0;1
KATL;10.0;6;0;220;6000.0;Excellent;27;L;CAT II;3.9;4.6;-1.0;None;0;0;0;1
KATL;10.0;6;0;220;6000.0;Excellent;28;X;CAT II;3.0;5.2;-1.0;None;0;0;0;1
KIAD;10.0;4;0;160;6000.0;Excellent;19;L;CAT II;3.5;2.0;25000.0;None;1;0;0;1
KIAD;10.0;4;0;160;6000.0;Excellent;19;C;CAT III;3.5;2.0;25000.0;None;1;0;0;1
KIAD;10.0;4;0;160;6000.0;Excellent;19;R;CAT III;3.5;2.0;25000.0;None;1;0;0;1
KJFK;10.0;0;0;0;6000.0;Excellent;22;L;CAT III;0.0;0.0;8500.0;None;1;0;0;0
KJFK;10.0;0;0;0;6000.0;Excellent;22;R;CAT I;0.0;0.0;8500.0;None;1;0;0;0
KORD;10.0;7;0;340;6000.0;Excellent;28;C;CAT III;3.5;6.1;3600.0;None;1;0;0;0
KIAD;10.0;4;0;80;6000.0;Excellent;19;L;CAT II;-1.4;3.8;24000.0;None;1;0;0;1
KIAD;10.0;4;0;80;6000.0;Excellent;19;C;CAT III;-1.4;3.8;24000.0;None;1;0;0;1
KIAD;10.0;4;0;80;6000.0;Excellent;19;R;CAT III;-1.4;3.8;24000.0;None;1;0;0;1
KJFK;10.0;4;0;230;6000.0;Excellent;22;L;CAT III;3.9;0.7;5500.0;- RA;0;1;0;0
KATL;10.0;5;0;210;6000.0;Excellent;26;R;CAT II;3.2;3.8;-1.0;None;0;0;0;1
KATL;10.0;5;0;210;6000.0;Excellent;27;L;CAT II;2.5;4.3;-1.0;None;0;0;0;1
KATL;10.0;5;0;210;6000.0;Excellent;28;X;CAT II;1.7;4.7;-1.0;None;0;0;0;1
KORD;10.0;9;0;330;6000.0;Excellent;28;C;CAT III;5.8;6.9;900.0;None;1;0;0;0
KATL;10.0;6;0;220;6000.0;Excellent;27;L;CAT II;3.9;4.6;-1.0;None;0;0;0;1
KATL;10.0;6;0;220;6000.0;Excellent;28;X;CAT II;3.0;5.2;-1.0;None;0;0;0;1
KORD;7.0;7;0;320;6000.0;Excellent;28;C;CAT III;5.4;4.5;800.0;None;1;0;0;0
KJFK;10.0;4;0;80;6000.0;Excellent;22;L;CAT III;-3.1;2.6;7000.0;None;0;1;0;0
KIAD;10.0;5;0;120;6000.0;Excellent;19;L;CAT II;1.7;4.7;18000.0;None;1;0;0;1
KIAD;10.0;5;0;120;6000.0;Excellent;19;C;CAT III;1.7;4.7;18000.0;None;1;0;0;1
KIAD;10.0;5;0;120;6000.0;Excellent;19;R;CAT III;1.7;4.7;18000.0;None;1;0;0;1
KJFK;10.0;5;0;70;6000.0;Excellent;22;L;CAT III;-4.3;2.5;11000.0;None;0;1;0;0
KORD;7.0;5;0;300;6000.0;Excellent;28;C;CAT III;4.7;1.7;700.0;None;1;0;0;0
KIAD;10.0;6;0;150;6000.0;Excellent;19;L;CAT II;4.6;3.9;18000.0;None;1;0;0;1
KIAD;10.0;6;0;150;6000.0;Excellent;19;C;CAT III;4.6;3.9;18000.0;None;1;0;0;1
KIAD;10.0;6;0;150;6000.0;Excellent;19;R;CAT III;4.6;3.9;18000.0;None;1;0;0;1
KATL;9.0;11;0;210;6000.0;Excellent;27;L;CAT II;5.5;9.5;-1.0;None;0;0;0;1
KATL;9.0;11;0;210;6000.0;Excellent;28;X;CAT II;3.8;10.3;-1.0;None;0;0;0;1
KIAD;10.0;6;0;160;6000.0;Excellent;19;L;CAT II;5.2;3.0;-1.0;None;1;0;0;1
KIAD;10.0;6;0;160;6000.0;Excellent;19;C;CAT III;5.2;3.0;-1.0;None;1;0;0;1
KIAD;10.0;6;0;160;6000.0;Excellent;19;R;CAT III;5.2;3.0;-1.0;None;1;0;0;1
KJFK;10.0;6;0;100;6000.0;Excellent;22;L;CAT III;-3.0;5.2;10000.0;None;0;1;0;0
KATL;10.0;11;0;230;6000.0;Excellent;27;L;CAT II;8.4;7.1;-1.0;None;0;0;0;1
KATL;10.0;11;0;230;6000.0;Excellent;28;X;CAT II;7.1;8.4;-1.0;None;0;0;0;1
KORD;6.0;5;0;290;6000.0;Excellent;27;C;CAT III;4.7;1.7;7000.0;BR;1;0;0;0
KATL;10.0;11;0;220;6000.0;Excellent;27;L;CAT II;7.1;8.4;17000.0;None;0;0;0;1
KATL;10.0;11;0;220;6000.0;Excellent;28;X;CAT II;5.5;9.5;17000.0;None;0;0;0;1
KORD;5.0;5;0;260;6000.0;Excellent;27;C;CAT III;4.9;0.9;-1.0;BR;1;0;0;0
KJFK;10.0;7;0;120;6000.0;Excellent;22;L;CAT III;-1.2;6.9;15000.0;None;0;1;0;0
KIAD;10.0;6;0;180;6000.0;Excellent;19;L;CAT II;5.9;1.0;-1.0;None;1;0;0;1
KIAD;10.0;6;0;180;6000.0;Excellent;19;C;CAT III;5.9;1.0;-1.0;None;1;0;0;1
KIAD;10.0;6;0;180;6000.0;Excellent;19;R;CAT III;5.9;1.0;-1.0;None;1;0;0;1
KIAD;10.0;10;0;190;6000.0;Excellent;19;L;CAT II;10.0;0.0;18000.0;None;1;0;0;1
KIAD;10.0;10;0;190;6000.0;Excellent;19;C;CAT III;10.0;0.0;18000.0;None;1;0;0;1
KIAD;10.0;10;0;190;6000.0;Excellent;19;R;CAT III;10.0;0.0;18000.0;None;1;0;0;1
KJFK;10.0;7;0;100;6000.0;Excellent;22;L;CAT III;-3.5;6.1;12000.0;None;0;1;0;0
KATL;10.0;9;0;240;6000.0;Excellent;27;L;CAT II;7.8;4.5;17000.0;None;0;0;0;1
KATL;10.0;9;0;240;6000.0;Excellent;28;X;CAT II;6.9;5.8;17000.0;None;0;0;0;1
KORD;1.0;9;16;270;2600.0;Stable;28;C;CAT III;8.9;1.6;-1.0;None;1;0;0;0
KIAD;10.0;5;0;210;6000.0;Excellent;19;L;CAT II;4.7;1.7;13000.0;None;1;0;0;1
KIAD;10.0;5;0;210;6000.0;Excellent;19;C;CAT III;4.7;1.7;13000.0;None;1;0;0;1
KIAD;10.0;5;0;210;6000.0;Excellent;19;R;CAT III;4.7;1.7;13000.0;None;1;0;0;1
KATL;10.0;8;0;240;6000.0;Excellent;27;L;CAT II;6.9;4.0;17000.0;None;0;0;0;1
KATL;10.0;8;0;240;6000.0;Excellent;28;X;CAT II;6.1;5.1;17000.0;None;0;0;0;1
KORD;1.0;8;0;270;6000.0;Excellent;28;C;CAT III;7.9;1.4;200.0;FG;1;0;0;0
KLAX;10.0;0;0;0;6000.0;Excellent;25;L;CAT III;0.0;0.0;-1.0;None;1;1;1;0
KJFK;10.0;7;0;110;6000.0;Excellent;22;L;CAT III;-2.4;6.6;12000.0;None;0;1;0;0
KJFK;10.0;7;0;100;6000.0;Excellent;22;L;CAT III;-3.5;6.1;10000.0;None;1;0;0;0
KJFK;10.0;7;0;100;6000.0;Excellent;22;R;CAT I;-3.5;6.1;10000.0;None;1;0;0;0
KATL;10.0;6;0;240;6000.0;Excellent;27;L;CAT II;5.2;3.0;17000.0;None;0;0;0;1
KATL;10.0;6;0;240;6000.0;Excellent;28;X;CAT II;4.6;3.9;17000.0;None;0;0;0;1
KIAD;10.0;3;0;300;6000.0;Excellent;19;L;CAT II;-1.0;2.8;11000.0;None;1;0;0;1
KIAD;10.0;3;0;300;6000.0;Excellent;19;C;CAT III;-1.0;2.8;11000.0;None;1;0;0;1
KIAD;10.0;3;0;300;6000.0;Excellent;19;R;CAT III;-1.0;2.8;11000.0;None;1;0;0;1
KLAX;10.0;0;0;0;6000.0;Excellent;25;L;CAT III;0.0;0.0;-1.0;None;1;1;1;0
KORD;2.0;7;0;270;6000.0;Excellent;28;C;CAT III;6.9;1.2;200.0;BR;1;0;0;0
KATL;10.0;6;0;230;6000.0;Excellent;26;R;CAT II;5.2;3.0;17000.0;None;0;0;0;1
